minutes,14
licked,14
cautiously,14
ready,14
thong,14
led,14
indian,14
lean,14
opened,14
ripped,14
till,14
bad,13
enemy,13
doing,13
house,13
served,13
flame,13
movements,13
warm,13
lying,13
whose,13
tell,13
looking,13
big,13
hear,13
betrayed,13
those,13
carried,13
sticks,13
theyre,13
midst,13
forgot,13
gently,13
cunning,13
weasel,13
afraid,13
creatures,13
sounds,13
disappeared,13
shot,13
effect,13
prepared,13
goin,13
danger,13
likewise,13
vision,13
accepted,13
rising,13
paw,13
mastery,13
third,13
muzzle,13
watching,13
play,13
crouching,13
has,13
women,13
five,13
paused,13
breath,12
hour,12
clay,12
piece,12
drove,12
rear,12
retreat,12
shook,12
fur,12
entered,12
obeyed,12
entrance,12
keeping,12
growth,12
mad,12
high,12
shorter,12
torn,12
demanded,12
heels,12
arms,12
steps,12
scarcely,12
swiftly,12
crowd,12
action,12
meet,12
word,12
guard,12
yukon,12
form,12
bent,12
learning,12
rifle,12
indians,12
escape,12
blankets,12
nevertheless,12
blows,12
spoke,12
wont,12
possessed,12
carefully,12
best,12
none,12
four,12
dragged,12
name,12
months,11
reached,11
arrived,11
lesson,11
clung,11
thousand,11
fires,11
fall,11
narrow,11
fresh,11
vista,11
southland,11
travelled,11
touch,11
moulded,11
wood,11
stepped,11
remembered,11
flung,11
jes,11
permitted,11
brought,11
aroused,11
turning,11
brain,11
others,11
proceeded,11
think,11
leather,11
persecution,11
cold,11
top,11
difference,11
wait,11
broke,11
why,11
feel,11
struggled,11
existence,11
us,11
pursuit,11
step,11
family,11
natural,11
rose,11
pointed,11
during,11
years,11
stop,10
weight,10
theres,10
pulled,10
haunches,10
opportunity,10
telling,10
money,10
told,10
possession,10
flash,10
met,10
happening,10
stand,10
fifty,10
bulldog,10
silently,10
backed,10
faced,10
bite,10
knowledge,10
moose,10
move,10
pen,10
belonged,10
hawk,10
rise,10
rope,10
bound,10
fights,10
change,10
fingers,10
speech,10
descended,10
human,10
set,10
dim,10
avoid,10
eating,10
certain,10
whats,10
chase,10
companionship,10
